Title_lang,Description_lang,Reward_lang,Flags,Instance_ID,Supercedes,Category,Ui_order,Shares_criteria,Faction,Points,Minimum_criteria,ID,IconFileID,Criteria_tree
"Ferocious Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Legion Season 4.","Reward: Vicious Saddle",6144,-1,0,15270,192,0,0,0,0,11009,463449,51232
"Ferocious Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Legion Season 4.","Reward: Vicious Saddle",6144,-1,0,15270,193,0,1,0,0,11010,463448,51235
"Gladiator: Legion Season 1","End Legion PvP season 1 in the top 0.5% of the arena ladder (requires 50 games won in Legion Season 1).","Title Reward: Gladiator",14336,-1,0,15270,74,0,-1,0,0,11011,236541,0
"Vindictive Gladiator: Legion Season 1","End Legion PvP season 1 in the top 0.1% of the arena ladder (requires 50 games won in Legion Season 1).","Title Reward: Vindictive Gladiator",14336,-1,0,15270,67,0,-1,0,0,11012,236541,0
"Gladiator: Legion Season 2","End Legion PvP season 2 in the top 0.5% of the arena ladder (requires 50 games won in Legion Season 2).","Title Reward: Gladiator",14336,-1,0,15270,105,0,-1,0,0,11013,236537,0
"Fearless Gladiator: Legion Season 2","End Legion PvP season 2 in the top 0.1% of the arena ladder (requires 50 games won in Legion Season 2).","Title Reward: Fearless Gladiator",14336,-1,0,15270,104,0,-1,0,0,11014,236537,0
"Duelist: Legion Season 1","End Legion PvP season 1 in the top 3% of the arena ladder (requires 50 games won in Legion Season 1).","Title Reward: Duelist",14336,-1,0,15270,76,0,-1,0,0,11015,236540,0
"Rival: Legion Season 1","End Legion PvP season 1 in the top 10% of the arena ladder (requires 50 games won in Legion Season 1).","Title Reward: Rival",14336,-1,0,15270,79,0,-1,0,0,11016,236540,0
"Challenger: Legion Season 1","End Legion PvP season 1 in the top 35% of the arena ladder (requires 50 games won in Legion Season 1).","Title Reward: Challenger",2048,-1,0,15270,80,0,-1,0,0,11017,236541,0
"Hero of the Alliance: Vindictive","End Legion PvP season 1 in the top 0.5% of the rated battleground ladder (requires 50 games won in Legion Season 1).",,14336,-1,0,15270,97,0,1,0,0,11018,236593,0
"Hero of the Horde: Vindictive","End Legion PvP season 1 in the top 0.5% of the rated battleground ladder (requires 50 games won in Legion Season 1).",,14336,-1,0,15270,96,0,0,0,0,11019,236629,0
"Guardian of the Alliance: Legion Season 1","End Legion PvP season 1 in the top 3% of the rated battleground ladder (requires 50 games won in Legion Season 1).","Title Reward: Guardian of the Alliance",14336,-1,0,15270,99,0,1,0,0,11020,236662,0
"Guardian of the Horde: Legion Season 1","End Legion PvP season 1 in the top 3% of the rated battleground ladder (requires 50 games won in Legion Season 1).","Title Reward: Guardian of the Horde",14336,-1,0,15270,98,0,0,0,0,11021,236663,0
"Defender of the Alliance: Legion Season 1","End Legion PvP season 1 in the top 10% of the rated battleground ladder (requires 50 games won in Legion Season 1).","Title Reward: Defender of the Alliance",14336,-1,0,15270,101,0,1,0,0,11022,236645,0
"Defender of the Horde: Legion Season 1","End Legion PvP season 1 in the top 10% of the rated battleground ladder (requires 50 games won in Legion Season 1).","Title Reward: Defender of the Horde",14336,-1,0,15270,100,0,0,0,0,11023,236646,0
"Soldier of the Alliance: Legion Season 1","End Legion PvP season 1 in the top 35% of the rated battleground ladder (requires 50 games won in Legion Season 1).","Title Reward: Soldier of the Alliance",14336,-1,0,15270,103,0,1,0,0,11024,236610,0
"Soldier of the Horde: Legion Season 1","End Legion PvP season 1 in the top 35% of the rated battleground ladder (requires 50 games won in Legion Season 1).","Title Reward: Soldier of the Horde",14336,-1,0,15270,102,0,0,0,0,11025,236611,0
"Duelist: Legion Season 2","End Legion PvP season 2 in the top 3% of the arena ladder (requires 50 games won in Legion Season 2).","Title Reward: Duelist",14336,-1,0,15270,108,0,-1,0,0,11026,236537,0
"Rival: Legion Season 2","End Legion PvP season 2 in the top 10% of the arena ladder (requires 50 games won in Legion Season 2).","Title Reward: Rival",14336,-1,0,15270,107,0,-1,0,0,11027,236537,0
"Challenger: Legion Season 2","End Legion PvP season 2 in the top 35% of the arena ladder (requires 50 games won in Legion Season 2).","Title Reward: Challenger",2048,-1,0,15270,106,0,-1,0,0,11028,236537,0
"Hero of the Horde: Fearless","End Legion PvP season 2 in the top 0.5% of the rated battleground ladder (requires 50 games won in Legion Season 2).",,14336,-1,0,15270,111,0,0,0,0,11029,236629,0
"Hero of the Alliance: Fearless","End Legion PvP season 2 in the top 0.5% of the rated battleground ladder (requires 50 games won in Legion Season 2).",,14336,-1,0,15270,112,0,1,0,0,11030,236593,0
"Guardian of the Horde: Legion Season 2","End Legion PvP season 2 in the top 3% of the rated battleground ladder (requires 50 games won in Legion Season 2).","Title Reward: Guardian of the Horde",14336,-1,0,15270,115,0,0,0,0,11031,236663,0
"Guardian of the Alliance: Legion Season 2","End Legion PvP season 2 in the top 3% of the rated battleground ladder (requires 50 games won in Legion Season 2).","Title Reward: Guardian of the Alliance",14336,-1,0,15270,116,0,1,0,0,11032,236662,0
"Defender of the Horde: Legion Season 2","End Legion PvP season 2 in the top 10% of the rated battleground ladder (requires 50 games won in Legion Season 2).","Title Reward: Defender of the Horde",14336,-1,0,15270,113,0,0,0,0,11033,236646,0
"Defender of the Alliance: Legion Season 2","End Legion PvP season 2 in the top 10% of the rated battleground ladder (requires 50 games won in Legion Season 2).","Title Reward: Defender of the Alliance",14336,-1,0,15270,114,0,1,0,0,11034,236645,0
"Soldier of the Horde: Legion Season 2","End Legion PvP season 2 in the top 35% of the rated battleground ladder (requires 50 games won in Legion Season 2).","Title Reward: Soldier of the Horde",14336,-1,0,15270,117,0,0,0,0,11035,236611,0
"Soldier of the Alliance: Legion Season 2","End Legion PvP season 2 in the top 35% of the rated battleground ladder (requires 50 games won in Legion Season 2).","Title Reward: Soldier of the Alliance",14336,-1,0,15270,118,0,1,0,0,11036,236610,0
"Cruel Gladiator: Legion Season 3","End Legion PvP season 3 in the top 0.1% of the arena ladder (requires 150 games won on your current faction in Legion Season 3).","Title Reward: Cruel Gladiator",14336,-1,0,15270,119,0,-1,0,0,11037,236540,0
"Gladiator: Legion Season 3","End Legion PvP season 3 in the top 0.5% of the arena ladder (requires 150 games won your current faction in Legion Season 3).","Title Reward: Gladiator",14336,-1,0,15270,120,0,-1,0,0,11038,236540,0
"Challenger: Legion Season 3","End Legion PvP season 3 in the top 35% of the arena ladder (requires 50 games won your current faction in Legion Season 3).","Title Reward: Challenger",2048,-1,0,15270,121,0,-1,0,0,11039,236540,0
"Rival: Legion Season 3","End Legion PvP season 3 in the top 10% of the arena ladder (requires 50 games won your current faction in Legion Season 3).","Title Reward: Rival",14336,-1,0,15270,122,0,-1,0,0,11040,236540,0
"Duelist: Legion Season 3","End Legion PvP season 3 in the top 3% of the arena ladder (requires 50 games won your current faction in Legion Season 3).","Title Reward: Duelist",14336,-1,0,15270,123,0,-1,0,0,11041,236540,0
"Hero of the Horde: Cruel","End Legion PvP season 3 in the top 0.5% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 3).",,14336,-1,0,15270,124,0,0,0,0,11042,236629,0
"Hero of the Alliance: Cruel","End Legion PvP season 3 in the top 0.5% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 3).",,14336,-1,0,15270,125,0,1,0,0,11043,236593,0
"Defender of the Horde: Legion Season 3","End Legion PvP season 3 in the top 10% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 3).","Title Reward: Defender of the Horde",14336,-1,0,15270,126,0,0,0,0,11044,236646,0
"Defender of the Alliance: Legion Season 3","End Legion PvP season 3 in the top 10% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 3).","Title Reward: Defender of the Alliance",14336,-1,0,15270,127,0,1,0,0,11045,236645,0
"Guardian of the Horde: Legion Season 3","End Legion PvP season 3 in the top 3% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 3).","Title Reward: Guardian of the Horde",14336,-1,0,15270,128,0,0,0,0,11046,236663,0
"Guardian of the Alliance: Legion Season 3","End Legion PvP season 3 in the top 3% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 3).","Title Reward: Guardian of the Alliance",14336,-1,0,15270,129,0,1,0,0,11047,236662,0
"Soldier of the Horde: Legion Season 3","End Legion PvP season 3 in the top 35% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 3).","Title Reward: Soldier of the Horde",14336,-1,0,15270,130,0,0,0,0,11048,236611,0
"Soldier of the Alliance: Legion Season 3","End Legion PvP season 3 in the top 35% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 3).","Title Reward: Soldier of the Alliance",14336,-1,0,15270,131,0,1,0,0,11049,236610,0
"Soldier of the Alliance: Legion Season 4","End Legion PvP season 4 in the top 35% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 4).","Title Reward: Soldier of the Alliance",14336,-1,0,15270,157,0,1,0,0,11050,236610,0
"Soldier of the Horde: Legion Season 4","End Legion PvP season 4 in the top 35% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 4).","Title Reward: Soldier of the Horde",14336,-1,0,15270,176,0,0,0,0,11051,236611,0
"Guardian of the Alliance: Legion Season 4","End Legion PvP season 4 in the top 3% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 4).","Title Reward: Guardian of the Alliance",14336,-1,0,15270,172,0,1,0,0,11052,236662,0
"Guardian of the Horde: Legion Season 4","End Legion PvP season 4 in the top 3% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 4).","Title Reward: Guardian of the Horde",14336,-1,0,15270,165,0,0,0,0,11053,236663,0
"Defender of the Alliance: Legion Season 4","End Legion PvP season 4 in the top 10% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 4).","Title Reward: Defender of the Alliance",14336,-1,0,15270,159,0,1,0,0,11054,236645,0
"Defender of the Horde: Legion Season 4","End Legion PvP season 4 in the top 10% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 4).","Title Reward: Defender of the Horde",14336,-1,0,15270,163,0,0,0,0,11055,236646,0
"Hero of the Alliance: Ferocious","End Legion PvP season 4 in the top 0.5% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 4).",,14336,-1,0,15270,156,0,1,0,0,11056,236593,0
"Hero of the Horde: Ferocious","End Legion PvP season 4 in the top 0.5% of the rated battleground ladder (requires 50 games won your current faction in Legion Season 4).",,14336,-1,0,15270,152,0,0,0,0,11057,236629,0
"Duelist: Legion Season 4","End Legion PvP season 4 in the top 3% of the arena ladder (requires 50 games won your current faction in Legion Season 4).","Title Reward: Duelist",14336,-1,0,15270,148,0,-1,0,0,11058,236540,0
"Rival: Legion Season 4","End Legion PvP season 4 in the top 10% of the arena ladder (requires 50 games won your current faction in Legion Season 4).","Title Reward: Rival",14336,-1,0,15270,144,0,-1,0,0,11059,236540,0
"Challenger: Legion Season 4","End Legion PvP season 4 in the top 35% of the arena ladder (requires 50 games won your current faction in Legion Season 4).","Title Reward: Challenger",2048,-1,0,15270,140,0,-1,0,0,11060,236540,0
"Gladiator: Legion Season 4","End Legion PvP season 4 in the top 0.5% of the arena ladder (requires 150 games won your current faction in Legion Season 4).","Title Reward: Gladiator",14336,-1,0,15270,136,0,-1,0,0,11061,236540,0
"Ferocious Gladiator: Legion Season 4","End Legion PvP season 4 in the top 0.1% of the arena ladder (requires 150 games won your current faction in Legion Season 4).","Title Reward: Ferocious Gladiator",14336,-1,0,15270,132,0,-1,0,0,11062,236540,0
"Hidden Tracking - 1+ Acquision Line Completed","Has completed 1 acquisition line of any spec, for purposes of adventure journal.",,1048576,-1,0,15256,28,0,-1,0,0,11063,136243,51284
"Collector's Edition: Baby Winston","Owner of the Overwatch Origins Edition and Collector's Edition pet, Baby Winston.",,133120,-1,0,15268,30,0,-1,0,1,11064,1303199,51282
"It All Makes Sense Now","Collect all 12 pamphlets from doomsayers during the Legion pre-launch events.",,2048,-1,0,15274,27,0,-1,0,0,11065,134329,51324
"Underbelly Tycoon","Loot 20,000 Sightless Eyes in Dalaran's Underbelly.","Mount Reward: Ratstallion",0,-1,0,15257,10,0,-1,10,0,11066,236693,51337
"Good Suramaritan","Complete the Suramar storylines listed below.",,0,-1,0,15252,21,0,-1,10,0,11124,1409002,51582
"Now You're Thinking With Portals","Activate all teleporters in Suramar.",,128,-1,0,15252,39,0,-1,10,0,11125,1405806,51601
"50 World Quests Completed","Complete 50 World Quests.",,131072,-1,0,15252,24,0,-1,5,0,11126,236664,53570
"200 World Quests Completed","Complete 200 World Quests.",,131072,-1,11126,15252,25,0,-1,5,0,11127,236665,53572
"500 World Quests Completed","Complete 500 World Quests.",,131072,-1,11127,15252,26,0,-1,5,0,11128,236666,53574
"1000 World Quests Completed","Complete 1000 World Quests.",,131072,-1,11128,15252,27,0,-1,5,0,11129,236667,53576
"2500 World Quests Completed","Complete 2500 World Quests.",,131072,-1,11129,15252,28,0,-1,5,0,11130,236668,53578
"5000 World Quests Completed","Complete 5000 World Quests.",,131072,-1,11130,15252,29,0,-1,5,0,11131,236669,53580
"10,000 World Quests Completed","Complete 10,000 World Quests.",,131072,-1,11131,15252,30,0,-1,5,0,11132,236670,53582
"Why Can't I Hold All This Mana?","Obtain all possible increases to your Ancient Mana capacity.",,128,-1,0,15252,40,0,-1,10,0,11133,1377394,51613
"A Heroic Campaign","Complete three different class Order Campaigns.",,131072,-1,10994,15275,2,0,-1,20,0,11135,462672,51637
"An Epic Campaign","Complete five different class Order Campaigns.",,131072,-1,11135,15275,3,0,-1,30,0,11136,462672,52376
"A Legendary Campaign","Complete 12 class order campaigns.",,131072,-1,0,81,106,0,-1,0,0,11137,1397628,52389
"Is There a Medic in the Zone?","Come to the aid of 10 wounded travelers across the Broken Isles.",,0,-1,0,172,13,0,-1,5,0,11138,1387612,51739
"Field Medic","Come to the aid of all wounded travelers across the Broken Isles.","Title: Field Medic",0,-1,11138,172,14,0,-1,10,0,11139,1387611,55981
"Honoring the Past","Unlock a new color variant for your artifact by honoring its past.",,1048576,-1,0,15256,19,0,-1,0,0,11143,1022949,53248
"Power Realized","Unlock every Artifact Trait for a single artifact weapon.",,0,-1,0,15256,16,0,-1,10,0,11144,1029580,51829
"Hidden Tracking - Appearance Unlock - Hidden - Color 2",,,1048576,-1,0,15256,30,0,-1,0,0,11152,136243,53135
"Hidden Tracking - Appearance Unlock - Hidden - Color 3 (update criteria when world quests available)",,,1048576,-1,0,15256,43,0,-1,0,0,11153,136243,53137
"Hidden Tracking - Appearance Unlock - Hidden - Color 4",,,1048576,-1,0,15256,44,0,-1,0,0,11154,136243,53133
"Artifacts - Beast Master Hunter Hati Scale Info","Artifacts - Beast Master Hunter Hati Scale Info",,1048577,-1,0,130,3,0,-1,0,0,11156,136243,51820
"Loremaster of Legion","Complete the Legion quest achievements listed below.",,131072,-1,0,15252,22,0,-1,10,0,11157,236853,51831
"Hidden Tracking - Order Hall Class Set - Artifact XP Earned",,,1048576,-1,0,15256,25,0,-1,0,0,11158,136243,51843
"Friends in a Broken Land","Earn Exalted with one of the Broken Isles reputations listed below.",,0,-1,0,15258,2,0,-1,5,0,11159,236688,51849
"Unleashed Monstrosities","Defeat 8 of the following monstrous creatures on the Broken Isles.",,0,-1,0,15255,1,0,-1,10,0,11160,461145,51904
"Keystone Master","Complete a Level 15 or higher Mythic dungeon within the time limit.",,0,-1,11185,15254,41,0,-1,10,0,11162,618859,51812
"Glory of the Legion Hero","Complete the Legion Mythic dungeon achievements listed below.","Mount Reward: Leyfeather Hippogryph",143360,-1,0,168,37,0,-1,25,0,11163,1117702,51919
"Legion Dungeon Hero","Complete the Legion Heroic dungeon achievements listed below.",,135168,-1,0,168,36,0,-1,20,0,11164,1134722,51938
"Crest of Heroism","Reach Prestige level 6 and earn a Crest of Heroism.",,0,-1,0,15266,12,0,1,10,0,11165,1028986,51975
"Crest of Heroism","Reach Prestige level 6 and earn a Crest of Heroism.",,0,-1,0,15266,13,0,0,10,0,11166,1028982,51977
"Crest of Carnage","Reach Prestige level 11 and earn a Crest of Carnage.",,0,-1,0,15266,14,0,1,10,0,11167,1028985,51979
"Crest of Carnage","Reach Prestige level 11 and earn a Crest of Carnage.",,0,-1,0,15266,15,0,0,10,0,11168,1028981,51981
"Crest of Devastation","Reach Prestige level 15 and earn a Crest of Devastation",,0,-1,0,15266,16,0,1,10,0,11169,1028984,51983
"Crest of Devastation","Reach Prestige level 15 and earn a Crest of Devastation",,0,-1,0,15266,17,0,0,10,0,11170,1028980,51985
"Arsenal of Power","Obtain every artifact available to your class.",,0,-1,0,15256,18,0,-1,10,0,11171,1309100,52002
"Fighting with Style: War-torn","Unlock all 4 color variations for your war-torn artifact appearance.",,0,-1,0,15256,12,0,0,10,0,11173,236342,52051
"Hidden Tracking - 2+ Acquision Line Completed","Has completed 2+ acquisition lines, for purposes of adventure journal.",,1048576,-1,0,15256,29,0,-1,0,0,11174,136243,51436
"Higher Dimensional Learning","Read the seven chapters of the Beginner's Guide to Dimensional Rifting scattered across Azsuna.","Reward: Adept's Guide to Dimensional Rifting",0,-1,0,15257,11,0,-1,10,0,11175,134915,52064
"Remember to Share","Collect 300 toys.","Reward: Mechanized Lumber Extractor",131072,-1,10354,15247,6,0,-1,10,0,11176,660263,52072
"70 Exalted Reputations","Raise 70 reputations to Exalted.",,12288,-1,6742,201,14,0,-1,10,0,11177,236688,52203
"Wake the Dragon","Mount Stormtalon in Storm's Reach",,0,-1,0,95,43,0,-1,10,0,11178,461145,52205
"Glory of the Legion Raider","Complete the Legion raid achievements listed below.","Mount Reward: Grove Defiler",143360,-1,0,168,38,0,-1,25,0,11180,1137681,52211
"Broken Isles Keymaster","Complete the following Legion dungeons using a Mythic Keystone:",,0,-1,0,15254,42,0,-1,10,0,11181,525134,52234
"Keystone Initiate","Complete a Level 2 or higher Mythic dungeon within the time limit.",,0,-1,0,15254,38,0,-1,10,0,11183,618857,52244
"Keystone Challenger","Complete a Level 5 or higher Mythic dungeon within the time limit.",,0,-1,11183,15254,39,0,-1,10,0,11184,618860,52246
"Keystone Conqueror","Complete a Level 10 or higher Mythic dungeon within the time limit.",,0,-1,11184,15254,40,0,-1,10,0,11185,618858,52248
"Tehd & Marius' Excellent Adventure","Find and aid Tehd & Marius in a demon encounter in each of the following zones.",,0,-1,0,15252,41,0,-1,5,0,11186,134179,52346
"Broken Isles Explorer","Explore the regions of the Broken Isles.",,131072,-1,0,97,8,0,-1,25,0,11188,1408999,52361
"Variety is the Spice of Life","Complete 100 different World Quests.",,131200,-1,0,15252,31,0,-1,10,0,11189,1060986,54305
"Broken Isles Pathfinder, Part One","Complete the Broken Isles achievements listed below.","Reward: Increased Mount Speed in Broken Isles",393216,-1,0,15257,1,0,-1,25,0,11190,237385,52370
"Cutting Edge: Xavius","Defeat Xavius in the Emerald Nightmare on Mythic difficulty, before the opening of the Nighthold.",,6144,1520,11194,15271,41,0,-1,0,0,11191,1413871,52493
"Cutting Edge: Gul'dan","Defeat Gul'dan in The Nighthold on Mythic difficulty, before the opening of the Tomb of Sargeras.",,6144,1530,11195,15271,45,0,-1,0,0,11192,1413856,52495
